#,Name,Address,Atoll,Island,District,Rooms,Beds,Phone,Fax,Email,Website,Operator,Owner/Lesse
682,Sunny Day Inn Maldives,"Ranthari, Chaandhanee Magu",Noonu,Manadhoo,,3,6,9996892,soddam@gmail.com,,,"Vertical Group (SP)
Ahmed Saddam 
Radium ge
Holhudhoo, Noonu Atoll
Republic of Maldives","Mohamed Abdul Rahman 
Radium ge 
Holhudhoo, Noonu Atoll
Republic of Maldives"
683,Sunny Lodge,Aman,Alifu Dhaalu,Hangnaameedhoo,,3,6,9153959,,info@sunnylodgemv.com,sunnylodgemv.com,"Proud Maldives Pvt Ltd 
Funamaage
Ameenee Magu 
ADh. Hangnaameedhoo
Republic of Maldives","Abdulla Azhar 
Aman
Adh. Hangnaameedhoo
Republic of Maldives"
684,Sunny Side Maamendhoo,Day Light,Gaafu Alifu,Maamendhoo,,3,6,9561234,,,,"Shifayath Haneef 
Green Zest 
Maamendhoo. Gaafu Alifu
Republic of Maldives","Shifayath Haneef 
Green Zest 
Maamendhoo. Gaafu Alifu
Republic of Maldives"
685,Sunny Suites Inn,"Veli Muh, Hulhumale' Plot 10107",Kaafu,Male',Hulhumale',7,14,3350611,,reservations@sunnysiutesinn.com,,"Sunny Suites Maldives Pvt Ltd 
G. Ishaa, Husnuheena Magu
Male', Republic of Maldives","Ibrahim Thoyyib 
Velimuh
Hulhumale'
Republic of Maldives"
686,Sunrise Beach,1. Aalge 2. Iramaage,Kaafu,Maafushi,,30,60,7360606,,info@sunrisebeachmaldives.com,www.sunrisebeachmaldives.com,"Green Soft (SP)
Sabeeha Ismail 
White Waves
Maafushi, Kaafu Atoll
Republic of Maldives","Land Owner of Aalge, K. Maafushi:
Adam Naeem 
Aalge, K. Maafushi, Republic of Maldives 
 
Land Owner of Iramaage, K. Maafushi:
Abdul Gadhir Mohamed 
Aaniru, V. Fulidhoo, Republic of Maldives"
687,Sunrise by White Sand Dhigurah,Silver Spring,Alifu Dhaalu,Dhigurah,,13,26,7931474,,reehan@whitesanddhigurah.com,,"Hudhuveli Dhigurah Pvt Ltd 
Karismaa 
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives","Musthafa Zakariyya
Silver Cloud 
Dhiugrah, Alifu Dhaalu Atoll
Republic of Maldives"
688,Sunrise Inn,Nookurikeela & Nasrussabaa,Alifu Alifu,Thoddoo,,8,16,"7893690
9764950",,thoddoosunriseinn@gmail.com,,"Beachside Treasures Pvt Ltd 
Fathis
Boduthakurufaanu Magu
Male', Republic of Maldives","1. Moosa Hassan 
Kurikeelage
AA. Thoddoo
Republic of Maldives

2. Mohamed Mubarik Moosa 
Dhaftharu, No. 5099
Male', Republic of Maldives"
689,Sunset Beach View Dhangethi,"Nees, Zamaanee Magu",Alifu Dhaalu,Dhangethi,,4,8,7924241,,sunsetbeachviewdhangethi@gmail.com,,"Sunset Beach View Dhangethi (SP)
Mohamed Mubaarik 
Nasru
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","Hamida Ismail 
Nees
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives"
690,Sunset Holidays,Dhunthari,Kaafu,Huraa,,5,10,7776894,,sukey.sunset@gmail.com,www.sunsetholiday.com,"Sunset 
Abdul Shukoor Abdul Rasheed 
Dhunthari
Huraa, Kaafu Atoll
Republic of Maldives","Abdul Shukoor Abdul Rasheed 
Dhunthari
Huraa, Kaafu Atoll
Republic of Maldives"
691,Sunset View Inn,"Feras, Sosun Magu",Alifu Dhaalu,Hangnaameedhoo,,5,10,9158572,,sunsetviewinn2021@gmail.com,,"M.C.S.S 
Abdulla Maseeh Ibrahim 
Feras
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Abdulla Maseeh Ibrahim 
Feras
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives"
692,Sunsetvilla,"Sunset, Sinaaee Sarahahdhu",Laamu,Gan,,4,8,7668022,,maagahainvestment@gmail.com,,"Maagaha Investment 
Ibrahim Ali 
Dhaftharu No RS 2370
Male', Republic of Maldives","Ibrahim Ali 
Dhaftharu No RS 2370
Male', Republic of Maldives"
693,Sunshine Villa,Amaazu,Kaafu,Huraa,,6,12,7789197,,habeeb@fafinntravel.com,,"Aishath Moosa
Sea Breez View 
H. Kulunu Hiyaa
Male', Republic of Maldives","Suneetha Ibrahim
Amaazu
Huraa, Kaafu Atoll
Republic of Maldives"
694,Surf Deck,Reef View,Kaafu,Thulusdhoo,,5,10,7942050,,moosa44@hotmail.com,,"Surf Deck LLP 
Reef View
K. Thulusdhoo
Republic of Maldives","Nafeesa Ibrahim Umar 
Reef View
K. Thulusdhoo
Republic of Maldives"
695,Surf House by Konalle,"Alivaage, Ameeru Ahmed Magu",Gaafu Dhaalu,Gadhdhoo,,7,14,7910215,,info@konalle.com,http://www.konalle.com/,"Konalle Pvt Ltd 
Alivaage
Ameer Ahmed Magu                
Gadhdhoo, Gaafu Dhaalu Atoll
Republic of Maldives","Aishath Habeeb 
Alivaage
Ameer Ahmed Magu
Gadhdhoo, Gaafu Dhaalu Atoll
Republic of Maldives"
696,Surf Retreat,Dhanbumaage,Alifu Alifu,Bodufolhudhoo,,4,8,7908891,,hello@thesurfretreat.com,www.thesurfretreat.com,"Mohamed Mirsaad 
Welcome Villa
Hulhudhoo, Seenu Atoll
Republic of Maldives","Ahmed Shafeeg 
Dhanbuma
Bodufolhudhoo, Alif Alif Atoll
Republic of Maldives"
697,Surf Trip Maldives,"Liusham, Ranveli Magu",Kaafu,Thulusdhoo,,5,10,3321079,,info@canopusmaldives.com,www.canopusmaldives.com,"Canopus Private Limited
G. Maavehi
Buruzu Magu
Male', Republic of Maldives","Mohamed Shiham 
Yellow Rose
Thulusdhoo, Kaafu Atoll
Republic of Maldives"
698,Surf Yoga Camp,"Ithaa, Wathanee Hingun",Kaafu,Thulusdhoo,,9,18,7778955,,marketing@canopusmaldives.com,http://www.canopusmaldives.com/,"Amo Maldives Pvt Ltd 
G. Maavehi, 2nd Floor
Buruzu Magu
Male', Republic of Maldives","Abdul Shafeeu 
M. Kahekshaan, Dhekunubai 
Male', Republic of Maldives"
699,Surf Yoga Maldives,Unique,Kaafu,Thulusdhoo,,7,14,"""9700034
9124243""",,"""email@onedevelopment.com.mv
contact@surfyogamaldives.com""",www.surfyogamaldives.com,"""One Development Pvt Ltd (C-0012/2016)
M. Kirili, 05th Floor
Naseemee Hingun 
Male', Republic of Maldives""","""Abdul Rasheed (A052576)
Unique
Thulusdhoo, Kaafu Atoll
Republic of Maldives"""
700,Surf Yoga Retreat,Lily Night,Kaafu,Himmafushi,,4,8,9746240,,contract@surf-yoga-retreat.com,www.surf-yoga-retreat.com,"Hassan Sameeh
Anoanaage
K.Himmafushi
Male', Republic of Maldives","Aneesa Ahmed
Lilly Night
K. Himmafushi
Republic of Maldives"
701,Suvaasa Inn,Suvaasaa & Athireege,Alifu Dhaalu,Kunburudhoo,,6,12,7884333,,suvaasainn@gmail.com,,"Suvaasa Tours and Travel Pvt Ltd 
Heaven
Road No. 7
Kunburudhoo, Alifu Dhaalu Atoll
Republic of Maldives","Owners of Suvaasa
Legal Heirs of Late Ahmed Areef 
1. Aishath Abdulla 
Ariyadhooge
Maamigili, Alifu Dhaalu Atoll
Republic of Maldives
2. Aishath Ahmed Naseem (A202612)
Home Life
Velidhoo, Noonu Atoll
Republic of Maldives

3. Yoosuf Nuaim Ahmed (A453748)
Home Life
Velidhoo, Noonu Atoll
Republic of Maldives

Owner of Athireege
Mariyam Fazna 
Suvaasaamaage
Kunburudhoo, Alifu Dhaalu Atoll
Republic of Maldives"
702,Tavern Lodge,"Raahee, Iruvai Magu",Kaafu,Maafushi,,12,24,9997116,,faixel@me.com,,"Tavern Lodging Private Limited 
Hulhumale Lot No. 10589
Hithigasmagu
Male', Republic of Maldives","Hassan Rameez 
Fehivinamaage
Maafushi, Kaafu Atoll
Republic of Maldives"
703,Thari Fushi,Tunic,Vaavu,Thinadhoo,,6,12,7681271,,info@tharifushi.com,,"Thari Fushi
Ahmed Raoof 
Thundi. Twins 
Gan, Laamu Atoll
Republic of Maldives","Mohamed Nafiu Ahmed 
Dhaftharu. No RS 8348
Male', Republic of Maldives"
704,The Aquzz,Hulhumale' Lot. No. 10051,Kaafu,Male',Hulhumale',14,28,3356655,3355766,support@aquzz.com,www.aquzz.com,"Aquzz Pvt Ltd
G. Noovilaage
Husnuheenaa Magu
Male', Republic of Maldives","Visam Ali 
H. Azadevadi 
Male', Republic of Maldives"
705,The Avenue and Spa,Hulhumale' Lot. No. 11038,Kaafu,Male',Hulhumale',15,30,"4003008
7791836",4003009,gm@intal.com.mv,www.intal.com.mv,"Intal Maldives Pvt Ltd 
M. Dalina Building, 6th Floor
Male', Republic of Maldives","Mohamed Shifaq Adam Naseer 
Ma. Ever Bright
Male', Republic of Maldives"
706,The Beehive,M. Baheej Palace,Kaafu,Male',Maafannu,33,66,3346633,,info@beehivehotels.com,www.beehivehotels.com,"Beehive Hotels Pvt Ltd
M. Baaheej Palace
Male' 
Republic of Maldives","Land Owner: 
Hussain Abdulla 
M. Baheeju Palace
Shaheedh Ali Hingun
Male', Republic of Maldives

Lessor: 
MHA Pvt Ltd 
MHA Building 2nd Floor
Male' 
Republic of Maldives"
707,The Bilimbi,"Thoonis, Mas'aruvaa Magu",Kaafu,Huraa,,6,12,"7721112
9997489",,shafeu@icloud.com,,"Sunfarers Pvt Ltd 
G. Male Hiyaa 2, (14-04)
Male', Republic of Maldives","Haroon Ismail 
Thoonis
Huraa, Kaafu Atoll
Republic of Maldives"
708,The Castaway Retreat,"Kuri, Husnuheena Magu",Alifu Alifu,Feridhoo,,4,8,9848825,,info@castawayretreat.mv,www.castawayretreat.mv,"The Castaway Retreat (SP)
Ali Naseem 
Kuri 
Feridhoo, Alifu Alifu Atoll 
Republic of Maldives","Ali Naseem 
Kuri 
Feridhoo, Alifu Alifu Atoll 
Republic of Maldives"
709,The Corbin Guest House,"Fathis, Bodu Magu",Baa,Goidhoo,,3,6,7655243,,imanfaisal10@outlook.com,,"Foster Investement Pvt Ltd 
Fathis
Goidhoo, Baa Atoll
Republic of Maldives","Mohamed Faisal
Fathis
Goidhoo, Baa Atoll
Republic of Maldives"
710,The Elements Addu,"Vaaly Villa
Hithadhoo, Seenu Atoll
Republic of Maldives",Seenu,Hithadhoo,,5,10,,,sales@elementsxp.com,www.elementsxp.com,"Ahmed Shiyam
H. Vaaly Villa
Majeedhee Magu
Male', Republic of Maldives","Ahmed Shiyam 
H. Vaaly Villa
Majeedhee Magu
Male', Republic of Maldives"
711,The G Ten Holiday Inn,"Villa Rose, Hulhumale' Lot No: 10164, Halaveli Magu",Kaafu,Male',Hulhumale',8,16,"3350500
7713481
7777136",,eumax.mail@gmail.com,,"Eumax Maldives (SP)
Ahmed Aban Mohamed
Gurahali
Eydhafushi, Baa Atoll
Republic of Maldives","Aminath Mohamed 
Villa Rose, Hulhumale' Lot No: 10164
Male', Republic of Maldives"
712,The Grand View,"H. Melroze, Dheyliyaa Hingun",Kaafu,Male',Henveiru,21,42,3313338 / 3313339,,info@thegrandhotel.com.mv,,"The Grand Hotel (SP)
Ali Yamin 
Gulfaamge
Kinbidhoo, Thaa Atoll
Republic of Maldives","Hamid Abdulla 
H. Melroze
Dheyliyaa Hingun
Male', Republic of Maldives"
713,The Hive Beach,Hulhumale' Lot No. 10358,Kaafu,Male',Hulhumale',36,18,3350660,,info@teatreehotels.mv,,"Tea Tree Hotels Pvt. Ltd. (
M. California No. 2, 3rd Floor
Majeedhee Magu
Male', Republic of Maldives","Hassan Naseem 
Dhaftharu, No 2943
Male'
Republic of Maldives"
714,The Mureed,Finiroalhi Sosun Magu,Vaavu,Fulidhoo,,11,22,7979559,,info@themureed.com,www.themureed.com,"Nizam Ismail 
G. Gadhakoalhige 
Male', Republic of Maldives","1. Ali Nizam 
Finiroalhi 
Fulidhoo, Vaavu Atoll 
Republic of Maldives
2. Nizam Ismail 
G. Gadhakoalhi 
Male', Republic of Maldives 
3. Aishath Shazleen 
Finiroalhi 
Fullidhoo, Vaavu Atoll
Republic of Maldives"
715,The Orca,"Hulhumale', Amber Terrace, R-16-01",Kaafu,Male',Hulhumale',3,6,9672849,,chaamey@gmail.com,www.theorcamaldives.com,"HM Maldives 
Mohamed Haamy 
Chaandhaneege
Sh. Maaungoodhoo
Republic of Maldives","Ali Saleem 
Chaandhaneege
Sh. Maaungoodhoo
Republic of Maldives"
716,The Park House,G.Famaas Villa,Kaafu,Male',Galolhu,20,40,"3305501
7774862",,INFO@THEPARKHOUSE.COM.MV,,"Abdul Azeez Mohamed 
G.Zafnaa,
Lily Magu,
Male', Republic of Maldives","Fathimath Ahmed Didi 
G.Faamas Villa, 
Lilly magu, 
Male', Republic of Maldives"
717,The Pearl Seaview,Hiroshima,Vaavu,Fulidhoo,,7,14,7955677,,ibfaaiz@gmail.com,,"The Pearl Seaview 
Ibrahim Faiz 
Gulzaaru Aage
Fulidhoo, Vaavu Atoll
Republic of Maldives","Nasheeda Gasim Fulhu 
Rankokaa Aage
Fulidhoo, Vaavu Atoll
Republic of Maldives"
718,The Ranthari,Ranthari Villa,Alifu Alifu,Ukulhas,,21,42,7774191,,shahid@ranthari.com,www.ranthari.com,"The Ranthari Ukulhas Island Guest House & Spa 
Ranthari Villa
Vasha Magu
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Mohamed Waseem 
Ranthari Villa, AA. Ukulhas 
Republic of Maldives 

Ahmed Shaheed Mohamed
Ranthari Villa, AA. Ukulhas 
Republic of Maldives 

Aminath Sajeena 
Ranthari Villa, AA. Ukulhas 
Republic of Maldives 

Maryam Shafna 
Ranthari Villa, AA. Ukulhas 
Republic of Maldives 

Ahmed Faisal 
Ranthari Villa, AA. Ukulhas 
Republic of Maldives"
719,The Sand Gate Inn,Hulhumale' Lot No. 10820,Kaafu,Male',Hulhumale',12,24,"3350616
7970616",,sales@sandgatemaldives.com,www.sandgatemaldives.com,"The Sand Gate Pvt. Ltd. 
Dhadimagu, Finolhu 
Finivaamagu
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Fathimath Nasheeda 
Funaadu, Rathamalaanaa
Fuvahmulah, Gnaviyani Atoll
Rep. of Maldives"
720,The Sunrise Huraa,"Araairu, Kulheetherey Magu",Kaafu,Huraa,,4,8,7777080,,info.sunrisehuraa@gmail.com,https://thesunrisehuraa.com/,"The Sunrise Huraa (SP) 
Abdulla Sameer 
Araairu
Huraa, Kaafu Atoll
Republic of Maldives","Abdulla Sameer 
Araairu
Huraa, Kaafu Atoll
Republic of Maldives"
721,The Sunset Villa,"Beachvilla, Saleemee Hingun",Kaafu,Dhiffushi,,9,18,7789197,,habeeb@fasfinntravel.com,http://www.fasfinn.com/,"Sea Breeze View (SP)
Aishath Moosa 
H. Kulunu Hiyaa
Male', Republic of Maldives","Ahmed Liraru 
Dheyliyaage
Dhiffushi, Kaafu Atoll
Republic of Maldives"
722,The Varu Inn,Dhivaru,Lhaviyani,Hinnavaru,,6,12,7798279,,admin@thevaruinn.com,www.thevaruinn.com,"Falaaz Ismail 
Dhivaru
Lh. Hinnavaru
Republic of Maldives
","1. Ismail Adam 
Dhivaru
Lh. Hinnavaru
Republic of Maldives
2. Zubaida Ibrahim 
Dhivaru
Lh. Hinnavaru
Republic of Maldives"
723,The White Harp Inn,Hulhumale' Lot. No. 11075,Kaafu,Male',,15,30,"3355674
7776678",,accounts@vtravelsmaldives.com,www.whiteharpmaldives.com,"V Hotels Pvt Ltd 
H. Well Grow, 1st Floor
Roashanee Magu
Male', Republic of Maldives","Adam Shafeeq 
Dhaftharu. No RS 7198
Male', Republic of Maldives"
724,Thigo Dreams,Thigo,Gaafu Alifu,Nilandhoo,,3,6,7638623,,thaaddey@gmail.com,,"Shahuleena Waleed
Handhuvaree Aage
Nilandhoo, Gaafu Alifu Atoll
Republic of Maldives","Thohir Ahmed 
Hilihilaage
Nilandhoo, Gaafu Alifu Atoll
Republic of Maldives"
725,Thila Farm View,Golden Moon,Alifu Alifu,Thoddoo,,9,18,9933296,,info@thilafarmview.com,,"Abdulla Shaif 
Thila Asseyri 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Abdulla Shaif 
Thila Asseyri 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
726,Thoddoo Beach Holiday Inn,"Cool Breeze
Huravee Magu",Alifu Alifu,Thoddoo,,4,8,9724025 / 9994918,,beachholidayinn@gmail.com,www.beachholidayinn.com,"Mohamed Faruhaadh 
Noreege
Alifu Alifu Atoll, Thoddoo
Republic of Maldives","Razeena Adam
Vagutheehiyaa
Alifu Alifu Atoll, Thoddoo
Republic of Maldives"
727,Thoddoo Beach View,Hasthee,Alifu Alifu,Thoddoo,,4,8,9500002,,ahmedthoddoo@gmail.com,www.thoddoobeachview.com,"Ahmed Zeehan Ibrahim 
Bokarumaage
AA. Thoddoo
Republic of Maldives","Muhsina Ibrahim 
Sabudheleemaage
AA. Thoddoo
Republic of Maldives"
728,Thoddoo Dive Villa,"Noovina, Kilegefaanu Magu",Alifu Alifu,Thoddoo,,12,24,9763007,,nooraaneecom@gmail.com,,"Nooraanee Company Pvt Ltd 
Nooraanee Villa
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Azeeza Moosa
Nooraanee Villa
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
729,Thoddoo Garden Inn,"Bageechaage, Hiyalee Magu",Alifu Alifu,Thoddoo,,4,8,9199940,,adammoosa9199940@gmail.com,,"Thoddoo Garden Inn (SP)
Adam Moosa 
Bageechaage, Hiyalee Magu
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Adam Moosa 
Bageechaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
730,Thoddoo Haisha Inn,"Alanaasige, Feeroazu Magu",Alifu Alifu,Thoddoo,,6,12,7407768,,janbeyadam@gmail.com,,"Alanasi Investment (SP)
Mohamed Adam 
Bokarumaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Mohamed Adam
Bokarumaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
731,Thoddoo Inn,Gulbakaage,Alifu Alifu,Thoddoo,,5,10,"7947040
9665054",,reservations@thoddooinn.com,www.thoddooinn.com,"Moosa Mansoor 
Gulbakaage
AA. Thoddoo
Republic of Maldives","Moosa Mansoor 
Gulbakaage
AA. Thoddoo
Republic of Maldives"
732,Thoddoo Island Life,Hasthee,Alifu Alifu,Thoddoo,,5,10,9748788,,thoddooislandlife@gmail.com,,"""Hassan Ishan (A125932)
Sabudheleemaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives""","""Muhsina Ibrahim (A002795)
Sabudheleemaage
AA. Thoddoo
Republic of Maldives"""
733,Thoddoo Retreat Grand,Fehi Ali,Alifu Alifu,Thoddoo,,6,12,9641626,,thoddooretreatgrand1717@gmail.com,www.thoddooretreatgrand.com,"Moosa Mohamed 
Banafasaage 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives","Maryam Zahida 
Hudhuvilaage
Aa. Thoddoo
Rep. of Maldives"
734,Thoddoo Sunny Beach,"Lemon Grass, Shaheedh Ali Hingun",Alifu Alifu,Thoddoo,,6,12,7980388,,thoddoosunnybeach@gmail.com,www.thoddoosunnybeach.com.mv,"Ibrahim Shaheen
Fehibageechaage 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","1. Ibrahim Shaheen
Fehibageechaage 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives
2. Nuzuha Ali
Thila Asseyri
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
735,Thoddoo Sunsky Inn,Bokarumaage Feeroaz Magu,Alifu Alifu,Thoddoo,,7,14,"9910136
7699946",,reservation@thoddoosunskyinn.com,www.thoddoosunskyinn.com,"Moosa Ibrahim 
Bokarumaage 
Feeroaz Magu 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives","1. Khadheeja Hassan
Bokarumaage 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives 
2. Ibrahim Naseer 
Bokarumaage 
Thoddoo, Alifu Alifu Atoll 
Republic of Maldives"
736,Thoddoo White Sand Inn,"Rukuma
Ameenee Magu",Alifu Alifu,Thoddoo,,6,12,"9654448
9869676",,thoddoowhitesandinn@gmail.com,,"Ali Rishan 
Penzeemaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","1.Ali Rishan 
Penzeemaage 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives
2. Aminath Zahuda 
Niyaama
Keyodhoo, Vaavu Atoll
Republic of Maldives"
737,Three Heart Guest House,Fehige,Baa,Fulhadhoo,,14,28,7783316,,"info@heartsmaldives.com
ibrahim@3heartsmaldives.com",,"Ahmed Asim
H. Melbourne Iru
Burevi Magu
Republic. of Maldives","Ahmed Asim
H. Melbourne Iru
Burevi Magu
Rep. of Maldives

Ahmed Ashraf 
Hudhuvilla 
Fulhadhoo , Baa Atoll
Republic of Maldives"
738,Three Inn,Hulhumale' Lot. No. 10805,Kaafu,Male',Hulhumale',20,40,3350303,3350302,Res@threeinn.com,www.THREEINN.com,"Number Three Pvt Ltd 
Funaadu . Noooreefehi 
Fuvahmulah , Gnaviyani Atoll 
Republic of Maldives","1.Mohamed Shareef 
Bulbulaage 
Kelaa , Haa Alifu Atoll 
Republic of Maldives
2.Aiminath Shiuraa Shareef 
Bulbulaage 
Kelaa , Haa Alifu Atoll 
Republic of Maldives
3.Fathimath Fiureen Shareef 
Bulbulaage 
Kelaa , Haa Alifu Atoll 
Republic of Maldives"
739,Three Star Lodge,"Three Star, Kurangibahaa Magu",Vaavu,Keyodhoo,,5,10,9555123,,info.3starlodge@gmail.com,,"Three Star Lodge (SP)
Fathimath Shabeena 
Three Star
Keyodhoo, Vaavu Atoll
Republic of Maldives","Fathimath Shabeena 
Three Star
Keyodhoo, Vaavu Atoll
Republic of Maldives"
740,Thulusdhoo Garden Villa,Farishthaa,Kaafu,Thulusdhoo,,4,8,9835557,,thulusdhppgargenvilla@gmail.com,maldivesislandtravel.com,"""Maldives to Maldives Island Travel Pvt ltd 
Farishtha
Thulusdhoo, Kaafu Atoll
Republic of Maldives""","""Abdul Hameed Mohamed 
Farishthaa
Thulusdhoo, Kaafu Atoll
Republic of Maldives"
741,Thun'dee Inn,Winter Blue,Alifu Alifu,Ukulhas,,4,8,7775244,,thundeeinn@gmail.com,www.thundeeinn.com,"Ibrahim Khaleel 
Hithahfinivaage
AA. Ukulhas
Republic of Maldives","Aishath Shirmeena
Maafolheyge
AA. Ukulhas
Republic of Maldives"
742,Thundi Sea View,Happy Luck,Vaavu,Fulidhoo,,8,16,"7902139
7796041",,sales@thundihotels.com,www.thundihotels.com,"Open Space Maldives Pvt Ltd 
M. Maaveshi
Fareedhee Magu
Male', Republic of Maldives","Sofoora 
Morning Star
Maafushi, Kaafu Atoll
Republic of Maldives"
743,Thundi Village and Spa,Boakoshaage & Gulalaage,Baa,Maalhos,,18,36,7903113,,reservations@thundivillage.com,www.thundivillagemaldives.com,"Thundi Travel and Tours Pvt. Ltd. 
Ma. Merry Weather 
Binhima Goalhi
Male', Republic of Maldives","Gulalaage:
1. Ali Abdhulla
Boakoshaage / B. Maalhos
2. Ibrahim Khaleel
Makhmaage / B. Maalhos
3. Zakariyya Hameed 
Iris / B. Maalhos
4. Aboobakuru Abdulla 
Light / B. Maalhos
5. Hassan Nizar 
Gulalaage / B. Maalhos
6. Mohamed Hameed
Aakuri / B. Maalhos
7. Samiya Abdulla
Gulalaage / B. Maalhos
8. Aishath Abdulla
Gulalaage / B. Maalhos
9. Zulaikha Ibrahim
Gulalaage / B. Maalhos

Boakoshaage:
Ali Abdulla 
Boakoshaage / B. Maalhos
Republic of Maldives"
744,Tides Dhigurah,Auge,Alifu Dhaalu,Dhigurah,,4,8,7745277,,siyam031405@gmail.com,,"Tides Dhigurah 
Abdul Hafeez Solih 
Vilares
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives","1. Abdul Azeez Salih 
Asseyri
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives
2. Abdul Hafeez Solih 
Vilares
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives"
745,Tiger Shark Residence,Fenfiyaazuge,Gnaviyani,Fuvahmulah,,7,14,"9592000
7791133",949004,writekhalis@gmail.com,,"Maimoo pvt ltd 
Fenfiyaazuge, Maadhadu
Fuvahmulah,Gnaviyani Atoll
Republic of Maldives","Ali Mohamed
Maadhadu, Fenfiyaazuge
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives"
746,"TME Retreats , Dhigurah",Shairose Rihiveli,Alifu Dhaalu,Dhigurah,,12,24,,,,,"Total Maldives Experience Pvt. Ltd
G. Prospect, Raidhebaimagu
Male', Rep of Maldives","1. Azma Abdulla 
Chanbelyge
Adh. Dhigurah
Rep of Maldives, 
2. Thoriq Ibrahim 
G.Noomara Hiya, Male', Rep.of Maldives"
747,"TME Retreats Dhigurah, Noovilu",Noovilu & Elovera,Alifu Dhaalu,Dhigurah,,9,18,6680890,6680891,reservation@tme.mv,www.tme.mv,"Total Maldives Experience Pvt. Ltd
G. Prospect, Raidhebaimagu
Male', Rep of Maldives","1. Mohamed Riyaz 
Fehi Villa
ADh.Dhigurah
Rep. of Maldives
2. Mujuthaba Adam 
Saadhee Villa
Adh. Dhigurah
Republic of Maldives"
748,Tour Inn,Kalmia,Kaafu,Male',Henveiru,6,12,3004040,,infor@touristinnmaldives.com,,"Fathimath Mausooma 
Oivaali 
Feevah, Shaviyani Atoll
Republic of Maldives","Aishath Lamya 
H. Kuredhimaage 
Male’, Republic of Maldives"
749,Tourist Inn,Ma. Leaves,Kaafu,Male',Machchangolhi,8,16,7860882,,info@touristinnmaldives.com,,"Fathimath Mausooma 
Oivaali, 
Feevah, Shaviyani Atoll 
Republic of Maldives","Ameena Ali Fulhu 
Ma. Leaves
Male', Republic of Maldives"
750,Tourist Inn Baani,Maavahi,Vaavu,Felidhoo,,8,16,"7787586
7982897",,baanimaldives@gmail.com,,"Tourist Inn Baani (SP)
Ahmed Firag (A048344)
Rankokaage
Felidhoo, Vaavu Atoll
Republic of Maldives","Nuzuna Abdul Qany
White Villa
Felidhoo, Vaavu Atoll
Republic of Maldives"
751,Tourist Inn Grand,"Ma. Maaraa, Gulaabee Magu",Kaafu,Male',Machchangolhi,8,16,3319090,,info@touristinnmaldives.com,http://www.touristinnmaldives.com/,"Tourist Inn (SP)
Fathimath Mausooma 
Oivaali
Feevah, Shaviyani Atoll
Republic of Maldives","Shaushan Firag 
Ma. Maaraa
Gulaabee Magu
Male', Republic of Maldives"
752,Tranquil Nest,Farihiyaa,Vaavu,Rakeedhoo,,13,26,7966611,,"reservations@tranquilnest.mv
info@tranquilnest.mv",www.tranquilnest.mv,"Willthrill Holdings Pvt Ltd 
G. New Waves, Level 10
Bodurasgefaanu Magu
Male', Republic of Maldives","Hassan Zareer
Dhaftharu No. RS 7488
Republic of Maldives"
753,Tranquila Maldives,Venus,Alifu Alifu,Rasdhoo,,10,20,9918869,,tranquilamaldives@gmail.com,www.tranquilamv.com,"Tranquila 
Ahmed Zameen
Anbareege 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Noorul Hudha Mohamed 
Venus 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
754,Treasure Island Lodge,Finihiyaage Dhekunubai,Kaafu,Huraa,,4,8,9666366,,milhafathmath@gmail.com,http://www.treasureislandmaldives.com/,"Milly's Classy Missy 
Fathimath Milha Ismail 
Ma. Srincold
Male', Republic of Maldives","Azra Moosa 
Maakoalhi
Huraa, Kaafu Atoll
Republic of Maldives"
